x,y,z,particle_type,experiment,fold
4553.26,2854.694,934.778,ribosome,TS_69_2,2
4833.247,2785.558,1008.777,ribosome,TS_69_2,2
4982.25,3012.384,1141.249,ribosome,TS_69_2,2
4746.456,3247.044,989.765,ribosome,TS_69_2,2
6205.712,3190.031,1166.83,ribosome,TS_69_2,2
5678.07,3034.789,1201.75,ribosome,TS_69_2,2
5473.934,5538.159,1008.782,ribosome,TS_69_2,2
1863.411,1820.198,1074.291,ribosome,TS_69_2,2
4310.582,2600.476,966.971,ribosome,TS_69_2,2
3825.977,2568.575,1072.554,ribosome,TS_69_2,2
1697.664,2484.89,553.359,thyroglobulin,TS_69_2,2
1083.746,4336.916,660.712,thyroglobulin,TS_69_2,2
2535.083,3739.817,626.862,thyroglobulin,TS_69_2,2
719.11,2318.413,647.963,thyroglobulin,TS_69_2,2
270.918,4900.032,677.824,thyroglobulin,TS_69_2,2
5371.849,897.815,674.958,thyroglobulin,TS_69_2,2
5539.777,1677.178,752.772,thyroglobulin,TS_69_2,2
2021.719,797.706,864.533,thyroglobulin,TS_69_2,2
2367.94,978.443,867.55,thyroglobulin,TS_69_2,2
5605.799,1623.846,1155.562,thyroglobulin,TS_69_2,2
843.974,3537.848,538.51,thyroglobulin,TS_69_2,2
714.545,3129.091,673.636,thyroglobulin,TS_69_2,2
1456.572,4357.201,783.836,thyroglobulin,TS_69_2,2
4435.591,5401.685,874.624,thyroglobulin,TS_69_2,2
4315.138,4204.558,650.083,thyroglobulin,TS_69_2,2
3988.304,3924.261,623.783,thyroglobulin,TS_69_2,2
5049.901,4123.515,1092.673,thyroglobulin,TS_69_2,2
5901.79,5390.067,1034.295,thyroglobulin,TS_69_2,2
4435.398,6184.513,718.702,thyroglobulin,TS_69_2,2
4195.77,2991.516,666.993,thyroglobulin,TS_69_2,2
5720.0,1579.247,825.146,thyroglobulin,TS_69_2,2
3050.0,2350.0,810.0,thyroglobulin,TS_69_2,2
2991.25,1755.417,616.25,thyroglobulin,TS_69_2,2
3004.667,1165.667,938.333,thyroglobulin,TS_69_2,2
2035.125,145.5,1198.875,thyroglobulin,TS_69_2,2
2021.887,1799.321,698.34,thyroglobulin,TS_69_2,2
763.441,469.624,885.591,thyroglobulin,TS_69_2,2
6229.592,394.49,1286.327,thyroglobulin,TS_69_2,2
1369.833,5924.057,828.807,thyroglobulin,TS_69_2,2
785.587,2630.0,576.201,thyroglobulin,TS_69_2,2
3362.941,695.882,620.588,thyroglobulin,TS_69_2,2
3625.942,4047.846,729.154,thyroglobulin,TS_69_2,2
2618.947,369.774,749.173,thyroglobulin,TS_69_2,2
5679.653,4176.597,1108.889,thyroglobulin,TS_69_2,2
235.918,2967.62,799.798,virus-like-particle,TS_69_2,2
516.962,4021.185,878.484,virus-like-particle,TS_69_2,2
2832.249,750.827,654.317,virus-like-particle,TS_69_2,2
2587.613,1360.659,814.115,virus-like-particle,TS_69_2,2
5063.363,1732.215,951.33,virus-like-particle,TS_69_2,2
5930.927,978.082,911.592,virus-like-particle,TS_69_2,2
3603.379,2385.445,924.877,virus-like-particle,TS_69_2,2
5125.065,5681.883,888.948,virus-like-particle,TS_69_2,2
5924.779,3598.073,941.761,virus-like-particle,TS_69_2,2
770.625,1111.161,1088.795,apo-ferritin,TS_69_2,2
828.291,1201.673,1153.745,apo-ferritin,TS_69_2,2
668.986,1041.449,1102.246,apo-ferritin,TS_69_2,2
834.049,592.958,698.099,apo-ferritin,TS_69_2,2
81.893,2152.929,543.179,apo-ferritin,TS_69_2,2
5194.716,2277.793,916.254,apo-ferritin,TS_69_2,2
2720.996,975.578,759.681,apo-ferritin,TS_69_2,2
409.224,5385.982,819.132,apo-ferritin,TS_69_2,2
470.992,5471.736,826.116,apo-ferritin,TS_69_2,2
1340.353,5860.929,518.237,apo-ferritin,TS_69_2,2
6150.553,4248.018,598.848,apo-ferritin,TS_69_2,2
4116.256,6243.555,550.142,apo-ferritin,TS_69_2,2
1695.969,4701.783,576.473,apo-ferritin,TS_69_2,2
1639.36,4850.438,1063.3,apo-ferritin,TS_69_2,2
4775.286,5015.714,581.514,apo-ferritin,TS_69_2,2
4844.739,4397.387,782.334,apo-ferritin,TS_69_2,2
3192.063,3826.044,607.451,apo-ferritin,TS_69_2,2
3809.442,4198.247,561.673,apo-ferritin,TS_69_2,2
3583.403,4366.702,603.141,apo-ferritin,TS_69_2,2
3476.717,4383.102,650.181,apo-ferritin,TS_69_2,2
3346.316,4185.936,586.959,apo-ferritin,TS_69_2,2
3356.477,4340.341,649.659,apo-ferritin,TS_69_2,2
3288.077,4440.594,634.301,apo-ferritin,TS_69_2,2
3227.491,4544.364,579.127,apo-ferritin,TS_69_2,2
3986.778,4435.444,572.259,apo-ferritin,TS_69_2,2
3838.352,3983.448,633.065,apo-ferritin,TS_69_2,2
4414.178,3489.079,1138.289,apo-ferritin,TS_69_2,2
2864.757,2420.825,1037.476,apo-ferritin,TS_69_2,2
2965.475,2392.793,1081.285,apo-ferritin,TS_69_2,2
2450.507,2722.905,999.426,apo-ferritin,TS_69_2,2
3374.729,4537.176,585.728,apo-ferritin,TS_69_2,2
3463.362,4759.63,585.728,apo-ferritin,TS_69_2,2
3280.785,4270.741,665.828,apo-ferritin,TS_69_2,2
3738.087,4294.279,665.828,apo-ferritin,TS_69_2,2
3811.914,4381.302,616.461,apo-ferritin,TS_69_2,2
2913.77,5921.278,867.604,beta-amylase,TS_99_9,3
2806.057,5772.0,1138.4,beta-amylase,TS_99_9,3
1676.875,5103.125,1180.0,beta-amylase,TS_99_9,3
579.608,4457.059,1065.686,beta-amylase,TS_99_9,3
920.0,5645.0,1530.0,beta-amylase,TS_99_9,3
4033.412,3769.948,1173.543,beta-amylase,TS_99_9,3
2777.874,3491.181,478.15,beta-amylase,TS_99_9,3
1885.833,236.667,184.167,beta-amylase,TS_99_9,3
1999.49,2273.469,310.663,beta-amylase,TS_99_9,3
2345.73,2017.64,996.966,beta-amylase,TS_99_9,3
2080.0,1815.0,311.275,beta-amylase,TS_99_9,3
3379.651,1627.093,693.682,beta-amylase,TS_99_9,3
2832.0,1580.0,670.0,beta-amylase,TS_99_9,3
3680.78,2053.756,450.488,beta-amylase,TS_99_9,3
1990.0,2810.0,730.0,beta-amylase,TS_99_9,3
3614.741,2640.948,742.026,beta-amylase,TS_99_9,3
1571.774,1085.222,661.613,beta-amylase,TS_99_9,3
1440.667,1001.667,790.333,beta-amylase,TS_99_9,3
2501.623,951.948,806.623,beta-amylase,TS_99_9,3
730.0,1848.333,921.667,beta-amylase,TS_99_9,3
4443.627,6262.353,945.882,beta-amylase,TS_99_9,3
5628.926,4904.558,596.945,beta-galactosidase,TS_99_9,3
5173.756,5124.78,558.683,beta-galactosidase,TS_99_9,3
3510.155,195.58,743.106,beta-galactosidase,TS_99_9,3
5368.571,3285.0,924.286,beta-galactosidase,TS_99_9,3
5870.914,2555.995,402.796,beta-galactosidase,TS_99_9,3
5692.178,363.77,822.506,beta-galactosidase,TS_99_9,3
4330.594,227.707,232.155,beta-galactosidase,TS_99_9,3
2962.0,1081.667,524.222,beta-galactosidase,TS_99_9,3
2595.909,762.727,660.0,beta-galactosidase,TS_99_9,3
2189.81,932.048,518.571,beta-galactosidase,TS_99_9,3
2145.786,1449.929,283.357,beta-galactosidase,TS_99_9,3
485.221,2212.794,529.044,beta-galactosidase,TS_99_9,3
761.031,2527.937,656.812,beta-galactosidase,TS_99_9,3
1503.711,5532.695,1127.148,beta-galactosidase,TS_99_9,3
3130.0,3430.0,325.0,beta-galactosidase,TS_99_9,3
1542.335,4102.275,970.0,beta-galactosidase,TS_99_9,3
430.436,5762.282,972.349,beta-galactosidase,TS_99_9,3
6028.531,1814.84,489.704,beta-galactosidase,TS_99_9,3
5142.516,1120.644,610.598,beta-galactosidase,TS_99_9,3
2907.5,3320.0,580.0,beta-galactosidase,TS_99_9,3
3112.493,2771.804,800.133,beta-galactosidase,TS_99_9,3
2058.911,3929.241,786.634,beta-galactosidase,TS_99_9,3
807.718,4597.49,1060.788,beta-galactosidase,TS_99_9,3
5390.233,5613.953,1080.233,beta-galactosidase,TS_99_9,3
3319.52,5476.3,1014.511,ribosome,TS_99_9,3
3106.079,5574.209,1186.11,ribosome,TS_99_9,3
3676.997,5271.281,890.752,ribosome,TS_99_9,3
3717.18,5455.125,1103.21,ribosome,TS_99_9,3
3525.117,5614.423,1112.576,ribosome,TS_99_9,3
3535.323,5008.014,1059.689,ribosome,TS_99_9,3
2883.189,5382.516,1133.506,ribosome,TS_99_9,3
2116.336,5189.631,1027.456,ribosome,TS_99_9,3
2328.909,5130.186,1253.405,ribosome,TS_99_9,3
1947.981,5391.709,1313.177,ribosome,TS_99_9,3
2156.805,5609.771,1273.522,ribosome,TS_99_9,3
2509.295,5370.443,1185.571,ribosome,TS_99_9,3
2719.011,5096.74,1263.963,ribosome,TS_99_9,3
3176.477,5049.588,1126.434,ribosome,TS_99_9,3
4934.962,6071.261,947.376,ribosome,TS_99_9,3
4999.826,5866.993,1122.244,ribosome,TS_99_9,3
4927.254,5595.834,1145.519,ribosome,TS_99_9,3
5615.95,4909.438,989.317,ribosome,TS_99_9,3
5336.302,4963.521,1045.105,ribosome,TS_99_9,3
5279.465,4564.465,417.07,ribosome,TS_99_9,3
4916.58,5065.955,1120.492,ribosome,TS_99_9,3
411.526,315.634,370.328,ribosome,TS_99_9,3
430.518,110.647,133.701,ribosome,TS_99_9,3
702.557,115.463,165.955,ribosome,TS_99_9,3
1055.336,457.84,237.445,ribosome,TS_99_9,3
1152.917,482.744,468.791,ribosome,TS_99_9,3
1424.626,537.985,227.71,ribosome,TS_99_9,3
852.272,670.775,246.253,ribosome,TS_99_9,3
1135.8,1200.179,278.969,ribosome,TS_99_9,3
833.018,1211.915,291.627,ribosome,TS_99_9,3
521.382,991.567,232.765,ribosome,TS_99_9,3
724.625,906.686,436.445,ribosome,TS_99_9,3
971.899,924.657,189.731,ribosome,TS_99_9,3
309.802,1409.819,659.974,ribosome,TS_99_9,3
544.924,1197.59,831.877,ribosome,TS_99_9,3
539.079,1402.459,906.531,ribosome,TS_99_9,3
1131.172,171.919,184.836,ribosome,TS_99_9,3
271.44,4207.943,1181.704,ribosome,TS_99_9,3
642.942,3879.471,1147.333,ribosome,TS_99_9,3
559.039,3663.243,1180.24,ribosome,TS_99_9,3
807.849,4177.77,1283.998,ribosome,TS_99_9,3
283.913,3819.565,1156.087,ribosome,TS_99_9,3
256.686,5246.703,1066.913,ribosome,TS_99_9,3
490.506,5275.121,1291.868,ribosome,TS_99_9,3
882.72,5136.226,1305.376,ribosome,TS_99_9,3
2003.082,3328.973,1001.08,ribosome,TS_99_9,3
1873.277,3543.216,678.046,ribosome,TS_99_9,3
1118.468,3619.591,1267.875,ribosome,TS_99_9,3
956.16,2418.385,833.722,ribosome,TS_99_9,3
842.784,2288.479,463.814,ribosome,TS_99_9,3
1008.88,2721.708,938.224,ribosome,TS_99_9,3
1534.252,2653.747,894.814,ribosome,TS_99_9,3
1766.353,2563.641,1128.742,ribosome,TS_99_9,3
1713.554,2870.877,1082.887,ribosome,TS_99_9,3
2887.071,2920.025,1138.122,ribosome,TS_99_9,3
5283.409,1249.497,917.141,ribosome,TS_99_9,3
5762.274,1749.037,772.82,ribosome,TS_99_9,3
5903.842,1565.63,977.371,ribosome,TS_99_9,3
5482.753,1827.704,848.819,ribosome,TS_99_9,3
4787.941,1452.551,904.813,ribosome,TS_99_9,3
4561.989,1641.32,954.457,ribosome,TS_99_9,3
4166.224,1356.023,1062.256,ribosome,TS_99_9,3
4306.506,2049.676,1092.797,ribosome,TS_99_9,3
258.14,5412.14,1270.491,ribosome,TS_99_9,3
3763.052,5198.677,1156.437,ribosome,TS_99_9,3
638.516,1499.883,279.57,thyroglobulin,TS_99_9,3
2038.81,214.041,361.807,thyroglobulin,TS_99_9,3
1504.54,3662.02,566.838,thyroglobulin,TS_99_9,3
2166.658,2000.169,547.046,thyroglobulin,TS_99_9,3
656.526,1988.951,597.846,thyroglobulin,TS_99_9,3
3082.001,2240.364,645.634,thyroglobulin,TS_99_9,3
2504.842,4565.01,628.011,thyroglobulin,TS_99_9,3
5788.387,2978.892,692.567,thyroglobulin,TS_99_9,3
5360.187,4157.772,727.216,thyroglobulin,TS_99_9,3
2245.603,1789.767,785.667,thyroglobulin,TS_99_9,3
1398.087,3775.91,1004.103,thyroglobulin,TS_99_9,3
3817.136,1389.497,1017.085,thyroglobulin,TS_99_9,3
1229.988,2017.224,1143.411,thyroglobulin,TS_99_9,3
2169.349,329.172,1145.444,thyroglobulin,TS_99_9,3
4890.0,4570.0,1210.0,thyroglobulin,TS_99_9,3
4649.024,4763.902,624.268,thyroglobulin,TS_99_9,3
5513.22,4635.311,759.492,thyroglobulin,TS_99_9,3
4347.313,4142.09,1080.597,thyroglobulin,TS_99_9,3
3747.657,4574.435,1079.079,thyroglobulin,TS_99_9,3
5409.036,5614.819,878.072,thyroglobulin,TS_99_9,3
5141.848,2562.391,982.609,thyroglobulin,TS_99_9,3
4465.707,2667.488,1096.463,thyroglobulin,TS_99_9,3
3957.731,2284.118,393.025,thyroglobulin,TS_99_9,3
3382.5,2805.0,1050.0,thyroglobulin,TS_99_9,3
3261.336,2442.708,1020.181,thyroglobulin,TS_99_9,3
2357.384,3572.778,1085.972,thyroglobulin,TS_99_9,3
1649.074,3786.667,624.074,thyroglobulin,TS_99_9,3
1905.325,3728.049,1032.276,thyroglobulin,TS_99_9,3
1498.586,4220.741,1323.401,thyroglobulin,TS_99_9,3
2345.0,5647.5,895.0,thyroglobulin,TS_99_9,3
2303.101,5998.481,899.873,thyroglobulin,TS_99_9,3
3525.787,183.38,733.264,thyroglobulin,TS_99_9,3
2731.186,1063.66,237.062,thyroglobulin,TS_99_9,3
1054.579,3043.832,715.813,thyroglobulin,TS_99_9,3
430.0,2690.0,930.0,thyroglobulin,TS_99_9,3
1503.692,1698.051,288.667,thyroglobulin,TS_99_9,3
676.591,834.773,70.909,thyroglobulin,TS_99_9,3
492.857,798.312,686.104,thyroglobulin,TS_99_9,3
452.931,1866.293,293.448,thyroglobulin,TS_99_9,3
1604.444,695.079,1036.984,thyroglobulin,TS_99_9,3
2620.97,1504.97,424.606,thyroglobulin,TS_99_9,3
2576.97,774.646,642.323,thyroglobulin,TS_99_9,3
2487.147,4256.221,704.01,thyroglobulin,TS_99_9,3
2280.316,3380.752,791.189,thyroglobulin,TS_99_9,3
2790.0,3945.0,790.0,thyroglobulin,TS_99_9,3
1110.308,5734.615,862.154,thyroglobulin,TS_99_9,3
3148.098,3234.683,952.634,thyroglobulin,TS_99_9,3
1541.778,4082.63,989.996,thyroglobulin,TS_99_9,3
1267.073,4858.78,1068.293,thyroglobulin,TS_99_9,3
2766.389,185.542,510.129,virus-like-particle,TS_99_9,3
3084.893,487.084,760.823,virus-like-particle,TS_99_9,3
3693.973,2932.983,620.271,virus-like-particle,TS_99_9,3
3010.666,2469.137,884.272,virus-like-particle,TS_99_9,3
556.664,3167.112,664.183,virus-like-particle,TS_99_9,3
289.388,4113.399,765.344,virus-like-particle,TS_99_9,3
981.03,1910.541,780.365,virus-like-particle,TS_99_9,3
1566.401,4710.311,791.778,virus-like-particle,TS_99_9,3
2010.056,4752.618,1057.078,virus-like-particle,TS_99_9,3
2244.068,4310.063,959.548,virus-like-particle,TS_99_9,3
804.27,5817.135,579.493,virus-like-particle,TS_99_9,3
4198.228,5534.578,858.169,virus-like-particle,TS_99_9,3
5698.538,3331.427,806.002,virus-like-particle,TS_99_9,3
6072.464,4038.0,715.679,apo-ferritin,TS_99_9,3
5967.452,4228.213,1124.601,apo-ferritin,TS_99_9,3
5847.622,5066.71,678.893,apo-ferritin,TS_99_9,3
472.853,5632.618,580.676,apo-ferritin,TS_99_9,3
564.507,5604.88,678.16,apo-ferritin,TS_99_9,3
890.414,5615.759,467.69,apo-ferritin,TS_99_9,3
5613.561,672.73,265.579,apo-ferritin,TS_99_9,3
458.087,1972.013,765.906,apo-ferritin,TS_99_9,3
1284.111,1752.411,250.87,apo-ferritin,TS_99_9,3
1284.136,1713.797,367.525,apo-ferritin,TS_99_9,3
1233.112,2053.458,251.902,apo-ferritin,TS_99_9,3
1194.107,1911.285,267.179,apo-ferritin,TS_99_9,3
5543.161,2879.598,408.42,apo-ferritin,TS_99_9,3
5485.217,2774.62,411.413,apo-ferritin,TS_99_9,3
5448.11,3486.46,985.533,apo-ferritin,TS_99_9,3
3529.611,2919.728,380.389,apo-ferritin,TS_99_9,3
3438.216,3010.29,397.925,apo-ferritin,TS_99_9,3
4251.254,845.627,720.143,apo-ferritin,TS_99_9,3
4592.044,1321.788,322.883,apo-ferritin,TS_99_9,3
4250.071,1837.26,319.929,apo-ferritin,TS_99_9,3
4395.13,1892.857,352.013,apo-ferritin,TS_99_9,3
3670.295,1851.882,328.745,apo-ferritin,TS_99_9,3
3287.917,1286.28,282.56,apo-ferritin,TS_99_9,3
2967.331,1646.264,312.781,apo-ferritin,TS_99_9,3
2987.912,1729.794,397.471,apo-ferritin,TS_99_9,3
652.0,4574.214,416.571,apo-ferritin,TS_99_9,3
1032.835,4506.417,1003.228,apo-ferritin,TS_99_9,3
1100.435,4449.249,1078.617,apo-ferritin,TS_99_9,3
929.932,4524.384,915.137,apo-ferritin,TS_99_9,3
1189.237,4882.468,464.122,apo-ferritin,TS_99_9,3
1649.873,4985.285,473.544,apo-ferritin,TS_99_9,3
2165.042,4617.759,846.807,apo-ferritin,TS_99_9,3
2215.952,4694.502,928.61,apo-ferritin,TS_99_9,3
2276.394,4608.261,802.558,apo-ferritin,TS_99_9,3
2137.354,3437.938,600.0,apo-ferritin,TS_99_9,3
1685.81,3815.229,1354.985,apo-ferritin,TS_99_9,3
1962.647,358.235,376.029,beta-amylase,TS_73_6,4
2212.609,450.632,641.739,beta-amylase,TS_73_6,4
2177.5,205.0,907.5,beta-amylase,TS_73_6,4
943.718,1273.397,132.821,beta-amylase,TS_73_6,4
2271.379,1911.034,546.293,beta-amylase,TS_73_6,4
4376.951,2160.122,396.829,beta-amylase,TS_73_6,4
3761.98,2860.0,1021.287,beta-amylase,TS_73_6,4
2534.933,3468.622,646.267,beta-amylase,TS_73_6,4
1948.482,3600.052,965.864,beta-amylase,TS_73_6,4
1949.783,4223.261,241.304,beta-amylase,TS_73_6,4
1838.74,5085.118,893.386,beta-amylase,TS_73_6,4
270.861,5594.658,815.646,beta-amylase,TS_73_6,4
2285.357,2137.571,596.214,beta-galactosidase,TS_73_6,4
4008.603,383.309,798.529,beta-galactosidase,TS_73_6,4
839.231,1602.692,1088.077,beta-galactosidase,TS_73_6,4
188.815,2167.37,769.741,beta-galactosidase,TS_73_6,4
742.788,2808.077,246.058,beta-galactosidase,TS_73_6,4
3552.222,228.148,556.481,beta-galactosidase,TS_73_6,4
4341.167,3756.5,532.667,beta-galactosidase,TS_73_6,4
3670.099,2118.144,520.99,beta-galactosidase,TS_73_6,4
2349.623,474.663,334.96,beta-galactosidase,TS_73_6,4
3725.132,3520.212,537.937,beta-galactosidase,TS_73_6,4
2132.535,2661.582,689.108,beta-galactosidase,TS_73_6,4
388.433,3230.336,768.209,beta-galactosidase,TS_73_6,4
4555.0,3188.75,868.75,beta-galactosidase,TS_73_6,4
277.276,3258.78,897.378,beta-galactosidase,TS_73_6,4
5812.21,954.718,134.827,ribosome,TS_73_6,4
5598.248,890.665,230.051,ribosome,TS_73_6,4
5869.463,488.783,285.901,ribosome,TS_73_6,4
5850.904,575.293,735.879,ribosome,TS_73_6,4
5940.845,736.687,114.293,ribosome,TS_73_6,4
5600.385,584.159,361.892,ribosome,TS_73_6,4
5755.45,2294.051,667.695,ribosome,TS_73_6,4
6045.567,2430.597,715.623,ribosome,TS_73_6,4
5923.825,2647.136,880.662,ribosome,TS_73_6,4
5612.53,2504.846,757.101,ribosome,TS_73_6,4
2975.042,5637.426,1086.291,ribosome,TS_73_6,4
2783.415,5731.957,917.101,ribosome,TS_73_6,4
3067.628,5861.795,977.738,ribosome,TS_73_6,4
6067.043,3899.28,953.521,ribosome,TS_73_6,4
4227.966,4408.917,1033.563,ribosome,TS_73_6,4
4124.483,4142.615,1148.458,ribosome,TS_73_6,4
3880.999,3552.474,1003.724,ribosome,TS_73_6,4
4595.975,3413.592,1095.442,ribosome,TS_73_6,4
2492.225,4304.511,735.979,ribosome,TS_73_6,4
2141.774,4385.963,846.593,ribosome,TS_73_6,4
2316.45,4391.133,1066.221,ribosome,TS_73_6,4
2282.211,4170.642,807.039,ribosome,TS_73_6,4
2155.564,4599.751,1226.02,ribosome,TS_73_6,4
1845.342,4530.955,856.591,ribosome,TS_73_6,4
1698.475,4467.553,1310.344,ribosome,TS_73_6,4
2963.526,4115.076,947.772,ribosome,TS_73_6,4
3230.411,3924.05,903.202,ribosome,TS_73_6,4
3501.536,3769.701,1211.88,ribosome,TS_73_6,4
4136.679,1185.915,793.199,ribosome,TS_73_6,4
4244.615,1461.256,917.947,ribosome,TS_73_6,4
4401.817,1002.721,835.005,ribosome,TS_73_6,4
3898.451,1614.824,1008.257,ribosome,TS_73_6,4
3506.524,1792.811,1036.299,ribosome,TS_73_6,4
3056.445,2174.747,1036.756,ribosome,TS_73_6,4
2259.0,1224.141,715.852,ribosome,TS_73_6,4
2311.395,1129.953,423.085,ribosome,TS_73_6,4
2652.943,1048.475,883.276,ribosome,TS_73_6,4
2435.147,921.61,1049.207,ribosome,TS_73_6,4
2677.436,868.552,342.294,ribosome,TS_73_6,4
2587.987,1253.328,771.87,ribosome,TS_73_6,4
2214.444,2556.385,1187.927,ribosome,TS_73_6,4
2213.117,2918.397,1252.563,ribosome,TS_73_6,4
1535.442,3177.381,1205.003,ribosome,TS_73_6,4
1010.903,3442.274,1142.175,ribosome,TS_73_6,4
3126.686,4057.299,1156.437,ribosome,TS_73_6,4
2182.44,1225.034,1076.338,ribosome,TS_73_6,4
1841.78,1057.592,258.848,thyroglobulin,TS_73_6,4
2387.281,2326.345,331.932,thyroglobulin,TS_73_6,4
3242.6,452.621,489.296,thyroglobulin,TS_73_6,4
409.479,1796.38,525.534,thyroglobulin,TS_73_6,4
4582.511,1738.01,569.479,thyroglobulin,TS_73_6,4
1402.102,2384.13,834.912,thyroglobulin,TS_73_6,4
728.817,4151.187,967.208,thyroglobulin,TS_73_6,4
6183.204,996.602,946.99,thyroglobulin,TS_73_6,4
2025.333,4083.449,1013.484,thyroglobulin,TS_73_6,4
3103.444,4679.447,1043.352,thyroglobulin,TS_73_6,4
2073.311,3496.993,1163.75,thyroglobulin,TS_73_6,4
743.959,238.379,1177.853,thyroglobulin,TS_73_6,4
524.99,5021.579,1300.106,thyroglobulin,TS_73_6,4
2870.0,1590.0,215.0,thyroglobulin,TS_73_6,4
4842.5,412.5,438.333,thyroglobulin,TS_73_6,4
901.401,5325.541,774.427,thyroglobulin,TS_73_6,4
1885.771,2380.697,668.159,thyroglobulin,TS_73_6,4
1875.447,2614.342,921.947,thyroglobulin,TS_73_6,4
608.235,2829.608,478.693,thyroglobulin,TS_73_6,4
910.265,3239.47,907.848,thyroglobulin,TS_73_6,4
550.896,1484.776,625.075,thyroglobulin,TS_73_6,4
4329.907,3719.346,547.009,thyroglobulin,TS_73_6,4
4524.646,1289.394,73.081,thyroglobulin,TS_73_6,4
2349.196,3677.366,735.089,thyroglobulin,TS_73_6,4
3302.378,1831.524,794.207,thyroglobulin,TS_73_6,4
448.929,2528.214,811.667,thyroglobulin,TS_73_6,4
2694.397,4488.369,818.369,thyroglobulin,TS_73_6,4
3452.853,2717.301,962.577,thyroglobulin,TS_73_6,4
3023.031,6098.949,542.343,virus-like-particle,TS_73_6,4
2133.513,5544.092,839.866,virus-like-particle,TS_73_6,4
5175.693,1206.756,215.022,virus-like-particle,TS_73_6,4
4849.137,666.384,412.947,virus-like-particle,TS_73_6,4
6161.707,2651.433,465.402,virus-like-particle,TS_73_6,4
6042.997,3306.628,713.333,virus-like-particle,TS_73_6,4
5654.074,2942.728,61.945,virus-like-particle,TS_73_6,4
6013.231,1871.433,680.048,virus-like-particle,TS_73_6,4
2836.001,455.2,275.173,virus-like-particle,TS_73_6,4
2482.763,295.84,690.206,virus-like-particle,TS_73_6,4
3530.063,771.996,413.662,virus-like-particle,TS_73_6,4
2687.924,2725.328,632.393,virus-like-particle,TS_73_6,4
2782.653,1819.135,1019.265,virus-like-particle,TS_73_6,4
1002.78,2972.855,700.217,virus-like-particle,TS_73_6,4
679.125,2770.252,855.0,virus-like-particle,TS_73_6,4
1379.817,2702.33,783.111,virus-like-particle,TS_73_6,4
985.214,2133.973,598.405,virus-like-particle,TS_73_6,4
1436.036,1368.571,989.781,virus-like-particle,TS_73_6,4
1636.918,3798.904,1006.075,virus-like-particle,TS_73_6,4
3298.877,4560.393,515.641,virus-like-particle,TS_73_6,4
3093.113,4729.102,645.803,virus-like-particle,TS_73_6,4
3343.273,4722.883,735.915,virus-like-particle,TS_73_6,4
268.662,4730.318,916.115,apo-ferritin,TS_73_6,4
238.946,4853.061,909.898,apo-ferritin,TS_73_6,4
